subfolder,filename,n,m,T_star,Cmax,ratio,time_total,best_objective,best_type,best_gap,best_time
instancias100a200,1011.txt,1000,10,10878,10991.0,1.010388,2.575,10880.0,1.0,2.0,300.0
instancias100a200,1012.txt,1000,10,10802,10856.0,1.004999,2.272,10805.0,1.0,2.0,300.0
instancias100a200,1013.txt,1000,10,10877,10974.0,1.008918,2.494,10880.0,1.0,3.0,300.0
instancias100a200,1014.txt,1000,10,10859,10952.0,1.008564,2.223,10861.0,1.0,1.0,300.0
instancias100a200,1015.txt,1000,10,10864,11032.0,1.015464,2.716,10867.0,1.0,2.0,300.0
instancias100a200,1016.txt,1000,10,10871,10959.0,1.008095,3.804,10873.0,1.0,1.0,300.0
instancias100a200,1017.txt,1000,10,10843,10941.0,1.009038,2.553,10845.0,1.0,2.0,300.0
instancias100a200,1018.txt,1000,10,10890,11099.0,1.019192,2.886,10894.0,1.0,3.0,300.0
instancias100a200,1019.txt,1000,10,10837,10923.0,1.007936,2.325,10841.0,1.0,3.0,300.0
instancias100a200,1020.txt,1000,10,10885,10984.0,1.009095,2.503,10888.0,1.0,2.0,300.0
instancias100a200,1021.txt,1000,20,5207,5315.0,1.020741,5.381,5215.0,1.0,7.0,300.0
instancias100a200,1022.txt,1000,20,5217,5305.0,1.016868,5.368,5222.0,1.0,5.0,300.0
instancias100a200,1023.txt,1000,20,5201,5292.0,1.017497,5.444,5210.0,1.0,8.0,300.0
instancias100a200,1024.txt,1000,20,5215,5319.0,1.019942,5.78,5221.0,1.0,5.0,300.0
instancias100a200,1025.txt,1000,20,5225,5341.0,1.022201,5.996,5229.0,1.0,3.0,300.0
instancias100a200,1026.txt,1000,20,5217,5325.0,1.020702,6.075,5222.0,1.0,5.0,300.0
instancias100a200,1027.txt,1000,20,5229,5316.0,1.016638,5.028,5236.0,1.0,6.0,300.0
instancias100a200,1028.txt,1000,20,5223,5327.0,1.019912,5.69,5229.0,1.0,5.0,300.0
instancias100a200,1029.txt,1000,20,5216,5400.0,1.035276,4.853,5223.0,1.0,7.0,300.0
instancias100a200,1030.txt,1000,20,5211,5321.0,1.021109,5.269,5214.0,1.0,2.0,300.0
instancias100a200,1031.txt,1000,30,3429,3591.0,1.047244,7.859,3460.0,1.0,29.0,300.0
instancias100a200,1032.txt,1000,30,3436,3633.0,1.057334,8.744,3467.0,1.0,29.0,300.0
instancias100a200,1033.txt,1000,30,3423,3590.0,1.048788,9.03,3462.0,1.0,37.0,300.0
instancias100a200,1034.txt,1000,30,3427,3514.0,1.025387,8.968,3457.0,1.0,29.0,300.0
instancias100a200,1035.txt,1000,30,3427,3507.0,1.023344,9.212,3462.0,1.0,33.0,300.0
instancias100a200,1036.txt,1000,30,3426,3592.0,1.048453,10.235,3462.0,1.0,35.0,300.0
instancias100a200,1037.txt,1000,30,3428,3529.0,1.029463,10.324,3459.0,1.0,28.0,300.0
instancias100a200,1038.txt,1000,30,3427,3596.0,1.049314,9.069,3454.0,1.0,26.0,300.0
instancias100a200,1039.txt,1000,30,3428,3713.0,1.083139,7.275,3460.0,1.0,30.0,300.0
instancias100a200,1040.txt,1000,30,3427,3578.0,1.044062,8.857,3456.0,1.0,28.0,300.0
instancias100a200,1041.txt,1000,40,2549,2658.0,1.042762,12.346,2552.0,1.0,2.0,300.0
instancias100a200,1042.txt,1000,40,2547,2649.0,1.040047,13.558,2551.0,1.0,3.0,300.0
instancias100a200,1043.txt,1000,40,2552,2651.0,1.038793,15.574,2555.0,1.0,2.0,300.0
instancias100a200,1044.txt,1000,40,2550,2653.0,1.040392,14.436,2553.0,1.0,2.0,300.0
instancias100a200,1045.txt,1000,40,2552,2660.0,1.04232,12.663,2555.0,1.0,2.0,300.0
instancias100a200,1046.txt,1000,40,2550,2656.0,1.041569,12.384,2552.0,1.0,1.0,300.0
instancias100a200,1047.txt,1000,40,2551,2651.0,1.0392,13.033,2555.0,1.0,3.0,300.0
instancias100a200,1048.txt,1000,40,2550,2754.0,1.08,11.389,2553.0,1.0,2.0,300.0
instancias100a200,1049.txt,1000,40,2550,2752.0,1.079216,12.689,2554.0,1.0,2.0,300.0
instancias100a200,1050.txt,1000,40,2549,2649.0,1.039231,12.393,2552.0,1.0,2.0,300.0
instancias100a200,1051.txt,1000,50,2032,2218.0,1.091535,19.748,2036.0,1.0,4.0,300.0
instancias100a200,1052.txt,1000,50,2029,2136.0,1.052735,17.058,2033.0,1.0,3.0,300.0
instancias100a200,1053.txt,1000,50,2030,2134.0,1.051232,14.359,2033.0,1.0,2.0,300.0
instancias100a200,1054.txt,1000,50,2031,2133.0,1.050222,18.601,2034.0,1.0,2.0,300.0
instancias100a200,1055.txt,1000,50,2030,2130.0,1.049261,17.888,2034.0,1.0,3.0,300.0
instancias100a200,1056.txt,1000,50,2030,2133.0,1.050739,18.199,2034.0,1.0,4.0,300.0
instancias100a200,1057.txt,1000,50,2030,2131.0,1.049754,18.704,2035.0,1.0,5.0,300.0
instancias100a200,1058.txt,1000,50,2032,2139.0,1.052657,22.532,2054.0,1.0,21.0,300.0
instancias100a200,1059.txt,1000,50,2034,2135.0,1.049656,19.358,2037.0,1.0,3.0,300.0
instancias100a200,111.txt,100,10,1104,1206.0,1.092391,0.077,1111.0,0.0,0.0,286.5
instancias100a200,112.txt,100,10,1076,1174.0,1.091078,0.092,1083.0,0.0,0.0,204.69
instancias100a200,113.txt,100,10,1086,1179.0,1.085635,0.084,1094.0,0.0,0.0,400.48
instancias100a200,114.txt,100,10,1102,1184.0,1.07441,0.121,1111.0,0.0,0.0,138.42
instancias100a200,115.txt,100,10,1092,1192.0,1.091575,0.081,1100.0,0.0,0.0,148.44
instancias100a200,116.txt,100,10,1088,1181.0,1.085478,0.215,1095.0,0.0,0.0,26.26
instancias100a200,117.txt,100,10,1102,1217.0,1.104356,0.081,1109.0,0.0,0.0,299.42
instancias100a200,118.txt,100,10,1093,1234.0,1.129003,0.092,1106.0,0.0,0.0,3607.81
instancias100a200,119.txt,100,10,1103,1202.0,1.089755,0.103,1108.0,0.0,0.0,99.45
instancias100a200,120.txt,100,10,1086,1213.0,1.116943,0.076,1095.0,0.0,0.0,3042.19
instancias100a200,121.txt,100,20,523,738.0,1.41109,0.138,529.0,1.0,1.0,300.0
instancias100a200,122.txt,100,20,529,632.0,1.194707,0.14,540.0,0.0,0.0,152.59
instancias100a200,123.txt,100,20,525,643.0,1.224762,0.171,529.0,0.0,0.0,2224.48
instancias100a200,124.txt,100,20,524,626.0,1.194656,0.161,532.0,0.0,0.0,712.91
instancias100a200,125.txt,100,20,525,634.0,1.207619,0.169,541.0,0.0,0.0,3.94
instancias100a200,126.txt,100,20,523,629.0,1.202677,0.162,537.0,0.0,0.0,4.64
instancias100a200,127.txt,100,20,527,730.0,1.385199,0.169,533.0,0.0,0.0,386.02
instancias100a200,128.txt,100,20,522,722.0,1.383142,0.147,529.0,1.0,1.0,300.0
instancias100a200,129.txt,100,20,523,624.0,1.193117,0.142,536.0,0.0,0.0,16.61
instancias100a200,130.txt,100,20,522,638.0,1.222222,0.161,530.0,0.0,0.0,1049.31
instancias100a200,131.txt,100,30,345,425.0,1.231884,0.224,406.0,1.0,27.0,300.0
instancias100a200,132.txt,100,30,346,624.0,1.803468,0.2,408.0,1.0,28.0,300.0
instancias100a200,133.txt,100,30,345,424.0,1.228986,0.23,406.0,1.0,28.0,300.0
instancias100a200,134.txt,100,30,344,507.0,1.473837,0.211,408.0,1.0,25.9976,300.0
instancias100a200,135.txt,100,30,344,511.0,1.485465,0.205,407.0,1.0,29.0,300.0
instancias100a200,136.txt,100,30,345,438.0,1.269565,0.249,406.0,1.0,27.3147,300.0
instancias100a200,137.txt,100,30,345,426.0,1.234783,0.205,407.0,1.0,28.0,300.0
instancias100a200,138.txt,100,30,344,448.0,1.302326,0.245,404.0,1.0,4.17314,300.0
instancias100a200,139.txt,100,30,343,518.0,1.510204,0.242,405.0,1.0,24.3479,300.0
instancias100a200,140.txt,100,30,344,429.0,1.247093,0.179,404.0,1.0,28.0,300.0
instancias100a200,141.txt,100,40,257,319.0,1.241245,0.285,304.0,1.0,5.0,300.0
instancias100a200,142.txt,100,40,257,315.0,1.225681,0.278,305.0,0.0,0.0,1013.84
instancias100a200,143.txt,100,40,257,319.0,1.241245,0.304,305.0,1.0,7.5927,300.0
instancias100a200,144.txt,100,40,256,315.0,1.230469,0.355,304.0,1.0,4.84479,300.0
instancias100a200,145.txt,100,40,256,317.0,1.238281,0.355,304.0,1.0,8.0,300.0
instancias100a200,146.txt,100,40,256,317.0,1.238281,0.322,305.0,1.0,9.18441,300.0
instancias100a200,147.txt,100,40,257,315.0,1.225681,0.302,305.0,1.0,5.57769,300.0
instancias100a200,148.txt,100,40,257,329.0,1.280156,0.314,306.0,1.0,13.0,300.0
instancias100a200,149.txt,100,40,257,317.0,1.233463,0.317,305.0,1.0,9.71245,300.0
instancias100a200,150.txt,100,40,256,313.0,1.222656,0.316,303.0,1.0,4.0,300.0
instancias100a200,151.txt,100,50,205,313.0,1.526829,0.476,208.0,0.0,0.0,11.25
instancias100a200,152.txt,100,50,205,312.0,1.521951,0.463,212.0,1.0,3.0,300.0
instancias100a200,153.txt,100,50,205,313.0,1.526829,0.375,212.0,1.0,2.0,300.0
instancias100a200,154.txt,100,50,204,308.0,1.509804,0.407,210.0,1.0,1.0,300.0
instancias100a200,155.txt,100,50,204,312.0,1.529412,0.427,210.0,1.0,2.0,300.0
instancias100a200,156.txt,100,50,205,308.0,1.502439,0.486,210.0,1.0,2.0,300.0
instancias100a200,157.txt,100,50,204,322.0,1.578431,0.377,209.0,1.0,1.0,300.0
instancias100a200,158.txt,100,50,205,317.0,1.546341,0.414,211.0,1.0,1.0,300.0
instancias100a200,159.txt,100,50,205,306.0,1.492683,0.367,211.0,1.0,1.36674,300.0
instancias100a200,160.txt,100,50,205,318.0,1.55122,0.391,209.0,0.0,0.0,229.01
instancias100a200,211.txt,200,10,2183,2475.0,1.133761,0.175,2195.0,1.0,8.0,300.0
instancias100a200,212.txt,200,10,2182,2366.0,1.084326,0.225,2189.0,1.0,3.0,300.0
instancias100a200,213.txt,200,10,2177,2327.0,1.068902,0.173,2183.0,1.0,1.0,300.0
instancias100a200,214.txt,200,10,2174,2272.0,1.045078,0.179,2177.0,0.0,0.0,384.3
instancias100a200,215.txt,200,10,2196,2306.0,1.050091,0.188,2200.0,0.0,0.0,2470.98
instancias100a200,216.txt,200,10,2161,2268.0,1.049514,0.158,2169.0,1.0,3.0,300.0
instancias100a200,217.txt,200,10,2168,2296.0,1.059041,0.193,2174.0,1.0,1.0,300.0
instancias100a200,218.txt,200,10,2177,2272.0,1.043638,0.169,2181.0,0.0,0.0,325.25
instancias100a200,219.txt,200,10,2174,2265.0,1.041858,0.205,2180.0,1.0,1.0,300.0
instancias100a200,220.txt,200,10,2184,2287.0,1.047161,0.187,2193.0,1.0,5.0,300.0
instancias100a200,221.txt,200,20,1044,1146.0,1.097701,0.321,1050.0,1.0,2.0,300.0
instancias100a200,222.txt,200,20,1047,1256.0,1.199618,0.324,1053.0,1.0,2.0,300.0
instancias100a200,223.txt,200,20,1042,1141.0,1.09501,0.352,1046.0,1.0,1.0,300.0
instancias100a200,224.txt,200,20,1049,1157.0,1.102955,0.371,1056.0,1.0,2.0,300.0
instancias100a200,225.txt,200,20,1043,1349.0,1.293384,0.361,1049.0,1.0,1.0,300.0
instancias100a200,226.txt,200,20,1048,1151.0,1.098282,0.297,1054.0,1.0,2.0,300.0
instancias100a200,227.txt,200,20,1047,1252.0,1.195798,0.345,1052.0,1.0,1.0,300.0
instancias100a200,228.txt,200,20,1045,1146.0,1.096651,0.344,1054.0,0.0,0.0,72.53
instancias100a200,229.txt,200,20,1048,1148.0,1.09542,0.346,1054.0,1.0,2.0,300.0
instancias100a200,230.txt,200,20,1043,1146.0,1.098754,0.316,1047.0,1.0,2.0,300.0
instancias100a200,231.txt,200,30,686,738.0,1.075802,0.618,728.0,1.0,22.0,300.0
instancias100a200,232.txt,200,30,686,817.0,1.190962,0.541,716.0,1.0,9.0,300.0
instancias100a200,233.txt,200,30,687,821.0,1.195051,0.566,716.0,1.0,10.0,300.0
instancias100a200,234.txt,200,30,686,828.0,1.206997,0.532,729.0,1.0,24.0,300.0
instancias100a200,235.txt,200,30,683,740.0,1.083455,0.525,713.0,1.0,9.0,300.0
instancias100a200,236.txt,200,30,690,832.0,1.205797,0.498,731.0,1.0,22.0,300.0
instancias100a200,237.txt,200,30,686,820.0,1.195335,0.548,731.0,1.0,25.0,300.0
instancias100a200,238.txt,200,30,687,733.0,1.066958,0.501,716.0,1.0,8.0,300.0
instancias100a200,239.txt,200,30,688,832.0,1.209302,0.545,716.0,1.0,8.0,300.0
instancias100a200,240.txt,200,30,689,921.0,1.33672,0.62,717.0,1.0,10.0,300.0
instancias100a200,241.txt,200,40,511,615.0,1.203523,0.739,515.0,1.0,2.0,300.0
instancias100a200,242.txt,200,40,512,612.0,1.195312,0.726,518.0,1.0,1.0,300.0
instancias100a200,243.txt,200,40,510,613.0,1.201961,0.821,514.0,1.0,2.0,300.0
instancias100a200,244.txt,200,40,511,616.0,1.205479,0.779,514.0,1.0,1.0,300.0
instancias100a200,245.txt,200,40,512,620.0,1.210938,0.826,519.0,1.0,1.0,300.0
instancias100a200,246.txt,200,40,512,616.0,1.203125,0.782,517.0,1.0,2.0,300.0
instancias100a200,247.txt,200,40,512,616.0,1.203125,0.923,515.0,1.0,2.0,300.0
instancias100a200,248.txt,200,40,512,620.0,1.210938,0.803,524.0,0.0,0.0,111.38
instancias100a200,249.txt,200,40,509,617.0,1.212181,0.804,512.0,1.0,3.0,300.0
instancias100a200,250.txt,200,40,513,635.0,1.237817,0.769,517.0,0.0,0.0,863.59
instancias100a200,251.txt,200,50,408,514.0,1.259804,1.072,411.0,1.0,2.0,300.0
instancias100a200,252.txt,200,50,408,511.0,1.252451,1.179,417.0,0.0,0.0,461.67
instancias100a200,253.txt,200,50,407,505.0,1.240786,1.014,411.0,1.0,2.0,300.0
instancias100a200,254.txt,200,50,407,512.0,1.257985,1.11,411.0,1.0,1.0,300.0
instancias100a200,255.txt,200,50,408,511.0,1.252451,1.338,413.0,1.0,1.0,300.0
instancias100a200,256.txt,200,50,407,508.0,1.248157,1.005,411.0,1.0,1.0,300.0
instancias100a200,257.txt,200,50,408,607.0,1.487745,1.122,413.0,1.0,1.07163,300.0
instancias100a200,258.txt,200,50,407,511.0,1.255528,0.985,411.0,1.0,2.0,300.0
instancias100a200,259.txt,200,50,408,512.0,1.254902,0.996,413.0,1.0,3.0,300.0
instancias100a200,260.txt,200,50,408,515.0,1.262255,1.132,412.0,1.0,2.0,300.0
instancias100a200,511.txt,500,10,5453,5537.0,1.015404,0.592,5456.0,1.0,2.0,300.0
instancias100a200,512.txt,500,10,5434,5503.0,1.012698,0.632,5439.0,1.0,3.0,300.0
instancias100a200,513.txt,500,10,5450,5538.0,1.016147,0.774,5455.0,1.0,4.0,300.0
instancias100a200,514.txt,500,10,5420,5546.0,1.023247,0.656,5423.0,1.0,2.0,300.0
instancias100a200,515.txt,500,10,5452,5564.0,1.020543,0.734,5456.0,1.0,3.0,300.0
instancias100a200,516.txt,500,10,5447,5616.0,1.031026,0.657,5453.0,1.0,4.0,300.0
instancias100a200,517.txt,500,10,5407,5571.0,1.030331,0.709,5414.0,1.0,5.0,300.0
instancias100a200,518.txt,500,10,5416,5510.0,1.017356,0.668,5421.0,1.0,3.0,300.0
instancias100a200,519.txt,500,10,5441,5525.0,1.015438,0.8,5448.0,1.0,6.0,300.0
instancias100a200,520.txt,500,10,5432,5508.0,1.013991,0.714,5437.0,1.0,3.0,300.0
instancias100a200,521.txt,500,20,2610,2829.0,1.083908,1.546,2613.0,1.0,2.0,300.0
instancias100a200,522.txt,500,20,2605,2791.0,1.071401,1.532,2612.0,1.0,5.0,300.0
instancias100a200,523.txt,500,20,2613,2716.0,1.039418,1.616,2618.0,1.0,4.0,300.0
instancias100a200,524.txt,500,20,2613,2734.0,1.046307,1.604,2618.0,1.0,2.0,300.0
instancias100a200,525.txt,500,20,2620,2715.0,1.03626,1.577,2624.0,1.0,2.0,300.0
instancias100a200,526.txt,500,20,2608,2698.0,1.034509,1.541,2613.0,1.0,2.0,300.0
instancias100a200,527.txt,500,20,2607,2758.0,1.057921,1.421,2610.0,1.0,1.0,300.0
instancias100a200,528.txt,500,20,2610,2712.0,1.03908,1.529,2613.0,1.0,1.0,300.0
instancias100a200,529.txt,500,20,2612,2795.0,1.070061,1.568,2618.0,1.0,2.0,300.0
instancias100a200,530.txt,500,20,2599,2807.0,1.080031,1.417,2603.0,1.0,2.0,300.0
instancias100a200,531.txt,500,30,1712,1841.0,1.07535,2.386,1738.0,1.0,20.0,300.0
instancias100a200,532.txt,500,30,1718,1769.0,1.029686,2.576,1742.0,1.0,20.0,300.0
instancias100a200,533.txt,500,30,1716,1932.0,1.125874,2.098,1744.0,1.0,22.0,300.0
instancias100a200,534.txt,500,30,1716,1786.0,1.040793,2.516,1739.0,1.0,19.0,300.0
instancias100a200,535.txt,500,30,1715,1790.0,1.043732,2.671,1738.0,1.0,17.0,300.0
instancias100a200,536.txt,500,30,1713,1839.0,1.073555,3.066,1736.0,1.0,18.0,300.0
instancias100a200,537.txt,500,30,1711,1764.0,1.030976,2.517,1736.0,1.0,20.0,300.0
instancias100a200,538.txt,500,30,1716,1848.0,1.076923,2.488,1738.0,1.0,17.0,300.0
instancias100a200,539.txt,500,30,1713,1776.0,1.036778,2.59,1734.0,1.0,16.0,300.0
instancias100a200,540.txt,500,30,1718,1785.0,1.038999,2.467,1740.0,1.0,18.0,300.0
instancias100a200,541.txt,500,40,1276,1339.0,1.049373,3.474,1322.0,1.0,38.0,300.0
instancias100a200,542.txt,500,40,1276,1413.0,1.107367,4.508,1323.0,1.0,39.0,300.0
instancias100a200,543.txt,500,40,1276,1345.0,1.054075,3.599,1316.0,1.0,32.0,300.0
instancias100a200,544.txt,500,40,1276,1425.0,1.116771,3.572,1318.0,1.0,33.0,300.0
instancias100a200,545.txt,500,40,1276,1432.0,1.122257,3.632,1320.0,1.0,35.0,300.0
instancias100a200,546.txt,500,40,1276,1426.0,1.117555,3.075,1318.0,1.0,33.0,300.0
instancias100a200,547.txt,500,40,1275,1419.0,1.112941,3.529,1316.0,1.0,36.0,300.0
instancias100a200,548.txt,500,40,1276,1345.0,1.054075,3.884,1324.0,1.0,39.0,300.0
instancias100a200,549.txt,500,40,1275,1354.0,1.061961,3.777,1318.0,1.0,36.0,300.0
instancias100a200,550.txt,500,40,1274,1345.0,1.05573,3.394,1318.0,1.0,34.0,300.0
instancias100a200,551.txt,500,50,1015,1117.0,1.100493,4.436,1019.0,1.0,3.0,300.0
instancias100a200,552.txt,500,50,1016,1118.0,1.100394,4.339,1021.0,1.0,4.0,300.0
instancias100a200,553.txt,500,50,1015,1121.0,1.104433,4.301,1019.0,1.0,3.0,300.0
instancias100a200,554.txt,500,50,1017,1121.0,1.102262,4.571,1020.0,1.0,3.0,300.0
instancias100a200,555.txt,500,50,1016,1117.0,1.099409,5.226,1024.0,1.0,8.0,300.0
instancias100a200,556.txt,500,50,1017,1119.0,1.100295,5.165,1021.0,1.0,3.0,300.0
instancias100a200,557.txt,500,50,1016,1117.0,1.099409,5.763,1021.0,1.0,4.0,300.0
instancias100a200,558.txt,500,50,1016,1116.0,1.098425,5.181,1020.0,1.0,3.0,300.0
instancias100a200,559.txt,500,50,1016,1118.0,1.100394,3.861,1019.0,1.0,2.0,300.0
instancias100a200,560.txt,500,50,1017,1131.0,1.112094,5.099,1020.0,1.0,2.0,300.0
instancias1a100,1011.txt,1000,10,977,1008.0,1.03173,0.996,1762.0,0.0,0.0,5426.86
instancias1a100,1012.txt,1000,10,904,960.0,1.061947,0.868,1754.0,0.0,0.0,3008.23
instancias1a100,1013.txt,1000,10,977,1017.0,1.040942,1.054,1782.0,1.0,1.0,300.0
instancias1a100,1014.txt,1000,10,959,976.0,1.017727,1.098,1761.0,1.0,1.0,300.0
instancias1a100,1015.txt,1000,10,963,977.0,1.014538,0.993,1814.0,1.0,1.0,300.0
instancias1a100,1016.txt,1000,10,973,992.0,1.019527,1.009,1765.0,1.0,1.0,300.0
instancias1a100,1017.txt,1000,10,942,985.0,1.045648,1.216,1804.0,1.0,1.0,300.0
instancias1a100,1018.txt,1000,10,990,1032.0,1.042424,1.134,1776.0,1.0,1.0,300.0
instancias1a100,1019.txt,1000,10,937,976.0,1.041622,1.005,1742.0,1.0,1.0,300.0
instancias1a100,1020.txt,1000,10,985,1085.0,1.101523,1.077,1745.0,1.0,1.0,300.0
instancias1a100,1021.txt,1000,20,257,273.0,1.062257,1.689,704.0,1.0,1.0,300.0
instancias1a100,1022.txt,1000,20,266,292.0,1.097744,1.582,697.0,1.0,1.0,300.0
instancias1a100,1023.txt,1000,20,252,269.0,1.06746,1.542,696.0,1.0,1.0,300.0
instancias1a100,1024.txt,1000,20,266,289.0,1.086466,1.661,695.0,1.0,1.0,300.0
instancias1a100,1025.txt,1000,20,275,289.0,1.050909,1.674,690.0,1.0,1.0,300.0
instancias1a100,1026.txt,1000,20,267,279.0,1.044944,1.439,690.0,1.0,1.0,300.0
instancias1a100,1027.txt,1000,20,278,310.0,1.115108,1.609,695.0,1.0,1.0,300.0
instancias1a100,1028.txt,1000,20,271,291.0,1.073801,1.448,692.0,1.0,1.0,300.0
instancias1a100,1029.txt,1000,20,266,284.0,1.067669,1.468,694.0,1.0,1.0,300.0
instancias1a100,1030.txt,1000,20,260,291.0,1.119231,1.715,704.0,1.0,1.0,300.0
instancias1a100,1031.txt,1000,30,128,139.0,1.085938,1.9,424.0,1.0,1.0,300.0
instancias1a100,1032.txt,1000,30,136,149.0,1.095588,2.207,418.0,1.0,1.0,300.0
instancias1a100,1033.txt,1000,30,123,142.0,1.154472,2.103,419.0,1.0,2.0,300.0
instancias1a100,1034.txt,1000,30,126,136.0,1.079365,2.249,421.0,1.0,1.0,300.0
instancias1a100,1035.txt,1000,30,127,146.0,1.149606,1.968,416.0,1.0,1.0,300.0
instancias1a100,1036.txt,1000,30,125,140.0,1.12,2.154,424.0,1.0,1.0,300.0
instancias1a100,1037.txt,1000,30,127,145.0,1.141732,2.176,422.0,1.0,2.0,300.0
instancias1a100,1038.txt,1000,30,126,141.0,1.119048,2.412,420.0,1.0,1.0,300.0
instancias1a100,1039.txt,1000,30,128,143.0,1.117188,2.071,418.0,1.0,1.0,300.0
instancias1a100,1040.txt,1000,30,127,145.0,1.141732,1.956,420.0,1.0,1.0,300.0
instancias1a100,1041.txt,1000,40,74,93.0,1.256757,4.038,296.0,1.0,1.0,300.0
instancias1a100,1042.txt,1000,40,73,87.0,1.191781,3.14,295.0,1.0,1.0,300.0
instancias1a100,1043.txt,1000,40,77,90.0,1.168831,3.991,295.0,1.0,2.0,300.0
instancias1a100,1044.txt,1000,40,75,87.0,1.16,4.009,297.0,1.0,2.0,300.0
instancias1a100,1045.txt,1000,40,76,88.0,1.157895,3.051,300.0,1.0,2.0,300.0
instancias1a100,1046.txt,1000,40,75,88.0,1.173333,3.617,300.0,1.0,1.0,300.0
instancias1a100,1047.txt,1000,40,76,88.0,1.157895,2.867,296.0,1.0,1.0,300.0
instancias1a100,1048.txt,1000,40,75,92.0,1.226667,3.268,294.0,1.0,1.0,300.0
instancias1a100,1049.txt,1000,40,76,85.0,1.118421,2.564,295.0,1.0,1.0,300.0
instancias1a100,1050.txt,1000,40,74,88.0,1.189189,2.679,300.0,1.0,1.0,300.0
instancias1a100,1051.txt,1000,50,51,59.0,1.156863,4.626,227.0,1.0,2.0,300.0
instancias1a100,1052.txt,1000,50,49,57.0,1.163265,3.207,228.0,1.0,2.0,300.0
instancias1a100,1053.txt,1000,50,50,62.0,1.24,4.481,229.0,1.0,2.0,300.0
instancias1a100,1054.txt,1000,50,51,60.0,1.176471,3.673,230.0,1.0,1.0,300.0
instancias1a100,1055.txt,1000,50,50,57.0,1.14,4.093,230.0,1.0,2.0,300.0
instancias1a100,1056.txt,1000,50,50,62.0,1.24,4.533,229.0,1.0,1.0,300.0
instancias1a100,1057.txt,1000,50,50,75.0,1.5,4.548,230.0,1.0,1.0,300.0
instancias1a100,1058.txt,1000,50,52,62.0,1.192308,4.534,230.0,1.0,2.0,300.0
instancias1a100,1059.txt,1000,50,54,74.0,1.37037,3.707,230.0,1.0,2.0,300.0
instancias1a100,1060.txt,1000,50,51,64.0,1.254902,4.505,227.0,1.0,1.0,300.0
instancias1a100,111.txt,100,10,114,152.0,1.333333,0.189,198.0,0.0,0.0,9.02
instancias1a100,112.txt,100,10,85,103.0,1.211765,0.057,173.0,0.0,0.0,0.53
instancias1a100,113.txt,100,10,96,125.0,1.302083,0.059,183.0,0.0,0.0,16.44
instancias1a100,114.txt,100,10,111,131.0,1.18018,0.059,173.0,0.0,0.0,40.83
instancias1a100,115.txt,100,10,101,136.0,1.346535,0.071,180.0,0.0,0.0,3.8
instancias1a100,116.txt,100,10,98,117.0,1.193878,0.064,175.0,0.0,0.0,5.59
instancias1a100,117.txt,100,10,110,137.0,1.245455,0.073,175.0,0.0,0.0,1472.94
instancias1a100,118.txt,100,10,100,131.0,1.31,0.062,179.0,0.0,0.0,17.67
instancias1a100,119.txt,100,10,111,148.0,1.333333,0.045,171.0,0.0,0.0,3.3
instancias1a100,120.txt,100,10,95,131.0,1.378947,0.051,176.0,0.0,0.0,3.41
instancias1a100,121.txt,100,20,28,42.0,1.5,0.082,71.0,0.0,0.0,4.09
instancias1a100,122.txt,100,20,34,54.0,1.588235,0.09,74.0,0.0,0.0,188.48
instancias1a100,123.txt,100,20,29,49.0,1.689655,0.086,74.0,3.0,1.0,300.0
instancias1a100,124.txt,100,20,30,49.0,1.633333,0.095,74.0,0.0,0.0,1736.67
instancias1a100,125.txt,100,20,29,48.0,1.655172,0.079,71.0,1.0,1.0,300.0
instancias1a100,126.txt,100,20,27,40.0,1.481481,0.091,80.0,3.0,2.0,300.0
instancias1a100,127.txt,100,20,32,52.0,1.625,0.085,73.0,3.0,2.0,300.0
instancias1a100,128.txt,100,20,27,44.0,1.62963,0.093,75.0,1.0,1.0,300.0
instancias1a100,129.txt,100,20,28,44.0,1.571429,0.094,74.0,0.0,0.0,2979.44
instancias1a100,130.txt,100,20,27,45.0,1.666667,0.095,79.0,0.0,0.0,24.27
instancias1a100,131.txt,100,30,19,30.0,1.578947,0.1,47.0,0.0,0.0,8.7
instancias1a100,132.txt,100,30,23,35.0,1.521739,0.141,47.0,3.0,2.0,300.0
instancias1a100,133.txt,100,30,15,23.0,1.533333,0.134,47.0,3.0,2.0,300.0
instancias1a100,134.txt,100,30,18,28.0,1.555556,0.1,48.0,1.0,1.0,300.0
instancias1a100,135.txt,100,30,15,26.0,1.733333,0.081,45.0,0.0,0.0,11.2
instancias1a100,136.txt,100,30,24,40.0,1.666667,0.099,49.0,0.0,0.0,9.13
instancias1a100,137.txt,100,30,15,26.0,1.733333,0.109,47.0,3.0,2.0,300.0
